2.64	2.620.7160 2.64 540 2.64 0.00 -0.54    2.62 536 2.62 0.00 -0.15    99.41 68.22 21.90
215.1290 2.64 555 2.71 10.90 72.78    2.62 536 2.62 0.00 -0.15    99.42 68.68 21.70
216.8300 2.64 556 2.72 5.63 77.66    2.62 540 2.64 0.00 19.40    99.43 68.68 21.70
218.2610 2.64 557 2.72 3.96 82.55    2.62 538 2.63 0.00 9.63    99.43 68.68 21.70
219.9630 2.64 557 2.72 6.30 82.55    2.62 541 2.64 0.00 24.29    99.43 68.68 21.70
221.3930 2.64 559 2.73 3.96 92.33    2.62 538 2.63 0.00 9.63    99.43 68.68 21.70
223.0940 2.64 553 2.70 5.63 63.00    2.62 540 2.64 0.00 19.40    99.43 68.68 21.70
224.5260 2.64 554 2.71 8.46 67.89    2.62 545 2.66 0.00 43.84    99.43 68.68 21.70
226.2280 2.64 558 2.73 3.96 87.44    2.62 538 2.63 0.00 9.63    99.43 68.68 21.70
227.6570 2.64 551 2.69 6.30 53.23    2.62 541 2.64 0.00 24.29    99.43 68.68 21.70
229.3600 2.64 553 2.70 6.30 63.00    2.62 541 2.64 0.00 24.29    99.43 68.68 21.70
230.7910 2.64 557 2.72 7.46 82.55    2.62 543 2.65 0.00 34.06    99.43 68.68 21.70
232.4920 2.64 550 2.69 2.78 48.34    2.62 537 2.62 0.00 4.74    99.43 68.68 21.70
233.9220 2.64 555 2.71 9.77 72.78    2.62 548 2.68 0.00 58.50    99.43 68.68 21.70
235.6240 2.64 551 2.69 9.36 53.23    2.62 547 2.67 0.00 53.61    99.43 68.68 21.70
237.0540 2.64 554 2.71 10.53 67.89    2.62 536 2.62 0.00 -0.15    99.43 68.68 21.70
238.7580 2.64 550 2.69 8.46 48.34    2.62 545 2.66 0.00 43.84    99.43 68.68 21.60
240.1890 2.64 548 2.68 8.92 38.56    2.62 546 2.67 0.00 48.73    99.43 68.68 21.60
241.8910 2.64 544 2.66 7.97 19.01    2.62 544 2.66 0.00 38.95    99.43 68.68 21.60
243.3210 2.64 556 2.72 4.87 77.66    2.62 539 2.63 0.00 14.51    99.43 68.68 21.60
245.0240 2.64 559 2.73 12.28 92.33    2.62 533 2.61 0.00 -14.81    99.43 68.68 21.70
246.4570 2.64 559 2.73 9.36 92.33    2.62 547 2.67 0.00 53.61    99.43 68.79 21.70
248.1590 2.64 549 2.68 8.92 43.45    2.62 546 2.67 0.00 48.73    99.43 68.68 21.70
249.5900 2.64 554 2.71 10.17 67.89    2.62 549 2.68 0.00 63.39    99.43 68.68 21.70
251.2930 2.64 559 2.73 8.92 92.33    2.62 546 2.67 0.00 48.73    99.43 68.79 21.60
252.7240 2.64 555 2.71 7.46 72.78    2.62 543 2.65 0.00 34.06    99.44 68.79 21.60
254.4270 2.64 555 2.71 6.90 72.78    2.62 542 2.65 0.00 29.18    99.43 68.79 21.70
255.8570 2.64 563 2.75 9.77 111.88    2.62 548 2.68 0.00 58.50    99.43 68.79 21.70
257.5590 2.64 548 2.68 9.77 38.56    2.62 548 2.68 0.00 58.50    99.44 68.79 21.70
258.9910 2.64 561 2.74 9.77 102.10    2.62 548 2.68 0.00 58.50    99.44 68.79 21.70
260.6940 2.64 563 2.75 13.52 111.88    2.62 535 2.61 0.00 -5.04    99.43 68.79 21.70
262.1260 2.64 553 2.70 5.63 63.00    2.62 540 2.64 0.00 19.40    99.43 68.79 21.70
263.8290 2.64 556 2.72 8.92 77.66    2.62 546 2.67 0.00 48.73    99.43 68.79 21.60
265.2600 2.64 553 2.70 7.46 63.00    2.62 543 2.65 0.00 34.06    99.44 68.79 21.60
266.9600 2.64 565 2.76 3.96 121.65    2.62 538 2.63 0.00 9.63    99.44 68.79 21.70
268.3920 2.64 557 2.72 8.46 82.55    2.62 545 2.66 0.00 43.84    99.44 68.79 21.70
270.0940 2.64 554 2.71 7.97 67.89    2.62 544 2.66 0.00 38.95    99.44 68.79 21.70
271.5240 2.64 550 2.69 6.90 48.34    2.62 542 2.65 0.00 29.18    99.44 68.79 21.70
273.2270 2.64 551 2.69 9.36 53.23    2.62 547 2.67 0.00 53.61    99.44 68.79 21.70
274.6580 2.64 552 2.70 9.74 58.11    2.62 532 2.60 0.00 -19.70    99.44 68.79 21.70
276.3600 2.64 559 2.73 2.78 92.33    2.62 537 2.62 0.00 4.74    99.43 68.79 21.80
277.7900 2.64 550 2.69 6.30 48.34    2.62 541 2.64 0.00 24.29    99.44 68.79 21.80
279.4920 2.64 552 2.70 4.87 58.11    2.62 539 2.63 0.00 14.51    99.44 68.79 21.80
280.9230 2.64 556 2.72 2.78 77.66    2.62 537 2.62 0.00 4.74    99.44 68.79 21.80
282.6250 2.64 550 2.69 3.96 48.34    2.62 538 2.63 0.00 9.63    99.44 68.90 21.80
284.0540 2.64 552 2.70 8.92 58.11    2.62 546 2.67 0.00 48.73    99.44 68.79 21.80
285.7570 2.64 554 2.71 6.90 67.89    2.62 542 2.65 0.00 29.18    99.44 68.79 21.70
287.1870 2.64 552 2.70 11.97 58.11    2.62 554 2.71 0.00 87.83    99.44 68.90 21.70
288.8890 2.64 551 2.69 7.46 53.23    2.62 543 2.65 0.00 34.06    99.44 68.90 21.70
290.3200 2.64 556 2.72 10.56 77.66    2.62 550 2.69 0.00 68.28    99.44 68.90 21.70
292.0240 2.64 553 2.70 8.92 63.00    2.62 546 2.67 0.00 48.73    99.44 68.90 21.60
293.4540 2.64 552 2.70 10.17 58.11    2.62 549 2.68 0.00 63.39    99.44 68.90 21.60
295.1580 2.64 551 2.69 2.78 53.23    2.62 537 2.62 0.00 4.74    99.44 68.79 21.80
296.5880 2.64 549 2.68 10.93 43.45    2.62 551 2.69 0.00 73.17    99.44 68.90 21.80
298.2900 2.64 562 2.75 7.97 106.99    2.62 544 2.66 0.00 38.95    99.44 68.90 21.70
299.7220 2.64 557 2.72 8.92 82.55    2.62 546 2.67 0.00 48.73    99.44 68.90 21.70
301.4240 2.64 550 2.69 7.46 48.34    2.62 543 2.65 0.00 34.06    99.44 68.90 21.80
302.8550 2.64 556 2.72 11.26 77.66    2.62 535 2.61 0.00 -5.04    99.44 68.90 21.80
304.5590 2.64 553 2.70 7.46 63.00    2.62 543 2.65 0.00 34.06    99.44 68.90 21.70
305.9890 2.64 553 2.70 9.77 63.00    2.62 548 2.68 0.00 58.50    99.45 68.90 21.70
307.6900 2.64 548 2.68 7.97 38.56    2.62 544 2.66 0.00 38.95    99.44 68.90 21.70
309.1220 2.64 552 2.70 9.36 58.11    2.62 547 2.67 0.00 53.61    99.44 68.90 21.70
310.8230 2.64 553 2.70 9.36 63.00    2.62 547 2.67 0.00 53.61    99.44 68.90 21.70
312.2540 2.64 566 2.77 7.46 126.54    2.62 543 2.65 0.00 34.06    99.44 68.90 21.70
313.9580 2.64 557 2.72 7.97 82.55    2.62 544 2.66 0.00 38.95    99.45 68.90 21.70
315.3880 2.64 554 2.71 4.87 67.89    2.62 539 2.63 0.00 14.51    99.44 68.90 21.70
317.0910 2.64 563 2.75 7.46 111.88    2.62 543 2.65 0.00 34.06    99.44 68.90 21.70
318.5230 2.64 551 2.69 6.90 53.23    2.62 542 2.65 0.00 29.18    99.44 68.90 21.70
320.2240 2.64 553 2.70 7.97 63.00    2.62 544 2.66 0.00 38.95    99.44 68.90 21.70
321.6540 2.64 558 2.73 4.87 87.44    2.62 539 2.63 0.00 14.51    99.44 68.90 21.70
323.3570 2.64 553 2.70 8.46 63.00    2.62 545 2.66 0.00 43.84    99.44 68.90 21.70
324.7880 2.64 557 2.72 4.87 82.55    2.62 539 2.63 0.00 14.51    99.45 68.90 21.70
326.4910 2.64 555 2.71 11.64 72.78    2.62 553 2.70 0.00 82.94    99.45 69.01 21.70
327.9220 2.64 551 2.69 8.46 53.23    2.62 545 2.66 0.00 43.84    99.44 68.90 21.70
329.6230 2.64 558 2.73 8.92 87.44    2.62 546 2.67 0.00 48.73    99.45 69.01 21.70
331.0550 2.64 547 2.67 7.97 33.68    2.62 544 2.66 0.00 38.95    99.44 68.90 21.70
332.7560 2.64 554 2.71 6.30 67.89    2.62 541 2.64 0.00 24.29    99.45 69.01 21.60
334.1870 2.64 548 2.68 5.63 38.56    2.62 540 2.64 0.00 19.40    99.45 68.90 21.60
335.8900 2.64 557 2.72 8.92 82.55    2.62 546 2.67 0.00 48.73    99.44 68.90 21.70
337.3200 2.64 553 2.70 10.14 63.00    2.62 536 2.62 0.00 -0.15    99.45 69.01 21.70
339.0220 2.64 554 2.71 9.36 67.89    2.62 547 2.67 0.00 53.61    99.45 68.90 21.70
340.4540 2.64 551 2.69 5.63 53.23    2.62 540 2.64 0.00 19.40    99.45 68.90 21.70
342.1560 2.64 559 2.73 9.77 92.33    2.62 548 2.68 0.00 58.50    99.45 69.01 21.70
343.5860 2.64 558 2.73 7.97 87.44    2.62 544 2.66 0.00 38.95    99.45 69.01 21.70
345.2890 2.64 558 2.73 9.36 87.44    2.62 547 2.67 0.00 53.61    99.45 68.90 21.70
346.7200 2.64 557 2.72 10.93 82.55    2.62 551 2.69 0.00 73.17    99.45 69.01 21.70
348.4230 2.64 550 2.69 8.88 48.34    2.62 534 2.61 0.00 -9.92    99.45 68.90 21.70
349.8540 2.64 558 2.73 3.96 87.44    2.62 538 2.63 0.00 9.63    99.45 69.01 21.70
351.5540 2.64 554 2.71 7.46 67.89    2.62 543 2.65 0.00 34.06    99.45 68.90 21.70
352.9850 2.64 558 2.73 2.78 87.44    2.62 537 2.62 0.00 4.74    99.45 69.01 21.70
354.6860 2.64 556 2.72 12.30 77.66    2.62 555 2.71 0.00 92.72    99.45 69.01 21.60
356.1180 2.64 552 2.70 6.30 58.11    2.62 541 2.64 0.00 24.29    99.45 69.01 21.60
357.8200 2.64 554 2.71 10.53 67.89    2.62 536 2.62 0.00 -0.15    99.45 69.01 21.60
359.2520 2.64 561 2.74 12.91 102.10    2.62 535 2.61 0.00 -5.04    99.45 69.01 21.60
360.9560 2.64 551 2.69 6.30 53.23    2.62 541 2.64 0.00 24.29    99.45 69.01 21.60
362.3870 2.64 558 2.73 7.46 87.44    2.62 543 2.65 0.00 34.06    99.45 69.01 21.60
364.0900 2.64 561 2.74 12.91 102.10    2.62 536 2.62 0.00 -0.15    99.45 69.01 21.60
365.5220 2.64 554 2.71 8.46 67.89    2.62 545 2.66 0.00 43.84    99.45 69.01 21.60
367.2230 2.64 561 2.74 8.46 102.10    2.62 545 2.66 0.00 43.84    99.45 69.01 21.60
368.6560 2.64 558 2.73 7.97 87.44    2.62 544 2.66 0.00 38.95    99.45 69.01 21.60
370.3580 2.64 560 2.74 2.78 97.21    2.62 537 2.62 0.00 4.74    99.45 69.01 21.60
371.7870 2.64 544 2.66 6.90 19.01    2.62 542 2.65 0.00 29.18    99.45 69.01 21.60
373.4900 2.64 562 2.75 4.87 106.99    2.62 539 2.63 0.00 14.51    99.45 69.01 21.60
374.9220 2.64 545 2.66 10.56 23.90    2.62 550 2.69 0.00 68.28    99.45 69.01 21.60
376.6250 2.64 564 2.76 13.81 116.76    2.62 534 2.61 0.00 -9.92    99.45 69.01 21.60
378.0580 2.64 549 2.68 6.90 43.45    2.62 542 2.65 0.00 29.18    99.45 69.01 21.60
379.7600 2.64 558 2.73 8.92 87.44    2.62 546 2.67 0.00 48.73    99.45 69.01 21.60
381.1910 2.64 553 2.70 11.29 63.00    2.62 552 2.70 0.00 78.05    99.45 69.01 21.60
382.8950 2.64 554 2.71 5.63 67.89    2.62 540 2.64 0.00 19.40    99.46 69.01 21.60
384.3250 2.64 550 2.69 6.90 48.34    2.62 542 2.65 0.00 29.18    99.46 69.01 21.60
386.0270 2.64 557 2.72 4.87 82.55    2.62 539 2.63 0.00 14.51    99.45 69.01 21.60
387.4590 2.64 557 2.72 7.97 82.55    2.62 544 2.66 0.00 38.95    99.45 69.01 21.60
389.1600 2.64 557 2.72 4.87 82.55    2.62 539 2.63 0.00 14.51    99.45 69.01 21.60
390.5910 2.64 558 2.73 8.46 87.44    2.62 545 2.66 0.00 43.84    99.45 69.01 21.60
392.2940 2.64 557 2.72 7.46 82.55    2.62 543 2.65 0.00 34.06    99.45 69.01 21.60
393.7240 2.64 552 2.70 10.93 58.11    2.62 551 2.69 0.00 73.17    99.45 69.01 21.60
395.4270 2.64 554 2.71 10.53 67.89    2.62 536 2.62 0.00 -0.15    99.46 69.01 21.60
396.8600 2.64 546 2.67 6.86 28.79    2.62 535 2.61 0.00 -5.04    99.45 69.01 21.60
398.5620 2.64 553 2.70 8.92 63.00    2.62 546 2.67 0.00 48.73    99.46 69.01 21.60
399.9920 2.64 559 2.73 12.28 92.33    2.62 536 2.62 0.00 -0.15    99.45 69.01 21.60
401.6960 2.64 564 2.76 9.77 116.76    2.62 548 2.68 0.00 58.50    99.46 69.01 21.60
403.1280 2.64 556 2.72 11.26 77.66    2.62 535 2.61 0.00 -5.04    99.46 69.01 21.60
404.8300 2.64 552 2.70 5.63 58.11    2.62 540 2.64 0.00 19.40    99.46 69.01 21.60
406.2610 2.64 558 2.73 7.97 87.44    2.62 544 2.66 0.00 38.95    99.45 69.01 21.60
